,blueWins
72750,1
72751,0
72752,1
72753,1
72754,0
72755,1
72756,1
72757,0
72758,0
72759,0
72760,0
72761,0
72762,1
72763,0
72764,1
72765,1
72766,0
72767,0
72768,1
72769,1
72770,1
72771,0
72772,0
72773,0
72774,0
72775,0
72776,1
72777,0
72778,1
72779,1
72780,0
72781,1
72782,0
72783,1
72784,0
72785,0
72786,1
72787,0
72788,0
72789,1
72790,0
72791,0
72792,0
72793,0
72794,0
72795,0
72796,1
72797,1
72798,1
72799,1
72800,1
72801,0
72802,0
72803,0
72804,1
72805,0
72806,1
72807,0
72808,0
72809,1
72810,1
72811,1
72812,1
72813,1
72814,1
72815,1
72816,1
72817,1
72818,0
72819,0
72820,1
72821,1
72822,0
72823,0
72824,0
72825,0
72826,0
72827,0
72828,1
72829,0
72830,0
72831,0
72832,0
72833,0
72834,0
72835,0
72836,0
72837,1
72838,0
72839,0
72840,1
72841,0
72842,0
72843,0
72844,1
72845,0
72846,0
72847,1
72848,0
72849,0
72850,1
72851,0
72852,1
72853,1
72854,0
72855,0
72856,1
72857,0
72858,1
72859,0
72860,0
72861,1
72862,1
72863,0
72864,0
72865,1
72866,1
72867,1
72868,1
72869,0
72870,1
72871,1
72872,1
72873,1
72874,1
72875,1
72876,1
72877,1
72878,1
72879,1
72880,0
72881,0
72882,0
72883,1
72884,1
72885,0
72886,0
72887,1
72888,0
72889,0
72890,1
72891,1
72892,0
72893,0
72894,0
72895,1
72896,0
72897,0
72898,1
72899,0
72900,1
72901,0
72902,1
72903,1
72904,1
72905,1
72906,1
72907,0
72908,0
72909,1
72910,0
72911,1
72912,0
72913,0
72914,1
72915,1
72916,0
72917,0
72918,1
72919,1
72920,0
72921,1
72922,1
72923,0
72924,1
72925,0
72926,0
72927,0
72928,0
72929,0
72930,1
72931,0
72932,0
72933,1
72934,1
72935,0
72936,0
72937,1
72938,0
72939,0
72940,0
72941,0
72942,0
72943,1
72944,0
72945,0
72946,0
72947,0
72948,1
72949,1
72950,1
72951,0
72952,0
72953,1
72954,1
72955,1
72956,1
72957,1
72958,0
72959,0
72960,1
72961,1
72962,1
72963,1
72964,0
72965,0
72966,1
72967,1
72968,0
72969,1
72970,0
72971,0
72972,1
72973,1
72974,0
72975,1
72976,0
72977,0
72978,1
72979,1
72980,1
72981,0
72982,0
72983,0
72984,0
72985,0
72986,1
72987,0
72988,0
72989,0
72990,1
72991,0
72992,0
72993,1
72994,0
72995,1
72996,0
72997,1
72998,0
72999,0
73000,0
73001,0
73002,1
73003,1
73004,1
73005,1
73006,1
73007,1
73008,0
73009,1
73010,1
73011,0
73012,0
73013,1
73014,1
73015,1
73016,0
73017,0
73018,1
73019,0
73020,0
73021,1
73022,0
73023,0
73024,0
73025,0
73026,0
73027,1
73028,1
73029,0
73030,1
73031,0
73032,1
73033,1
73034,1
73035,0
73036,0
73037,0
73038,0
73039,1
73040,0
73041,0
73042,1
73043,1
73044,1
73045,1
73046,1
73047,0
73048,1
73049,1
73050,0
73051,1
73052,0
73053,0
73054,0
73055,0
73056,0
73057,0
73058,1
73059,0
73060,1
73061,1
73062,0
73063,0
73064,1
73065,1
73066,1
73067,0
73068,1
73069,1
73070,1
73071,0
73072,0
73073,0
73074,1
73075,1
73076,0
73077,0
73078,1
73079,0
73080,0
73081,0
73082,0
73083,0
73084,1
73085,0
73086,0
73087,0
73088,1
73089,1
73090,1
73091,0
73092,1
73093,0
73094,0
73095,0
73096,1
73097,1
73098,1
73099,1
73100,0
73101,1
73102,1
73103,0
73104,1
73105,0
73106,1
73107,1
73108,1
73109,0
73110,1
73111,1
73112,0
73113,1
73114,0
73115,1
73116,1
73117,1
73118,0
73119,0
73120,1
73121,0
73122,1
73123,0
73124,0
73125,1
73126,0
73127,1
73128,0
73129,0
73130,0
73131,0
73132,0
73133,0
73134,0
73135,1
73136,1
73137,0
73138,1
73139,0
73140,1
73141,1
73142,0
73143,1
73144,0
73145,1
73146,1
73147,1
73148,0
73149,0
73150,0
73151,1
73152,0
73153,1
73154,1
73155,1
73156,1
73157,1
73158,0
73159,0
73160,0
73161,0
73162,1
73163,0
73164,1
73165,0
73166,1
73167,1
73168,1
73169,1
73170,1
73171,0
73172,1
73173,1
73174,1
73175,0
73176,1
73177,1
73178,1
73179,0
73180,1
73181,1
73182,0
73183,1
73184,1
73185,0
73186,0
73187,1
73188,0
73189,0
73190,1
73191,1
73192,0
73193,0
73194,0
73195,0
73196,1
73197,0
73198,1
73199,0
73200,0
73201,1
73202,0
73203,0
73204,1
73205,0
73206,1
73207,0
73208,1
73209,0
73210,1
73211,1
73212,0
73213,1
73214,1
73215,0
73216,1
73217,1
73218,1
73219,1
73220,0
73221,1
73222,0
73223,1
73224,1
73225,0
73226,1
73227,1
73228,1
73229,0
73230,1
73231,0
73232,1
73233,0
73234,0
73235,1
73236,0
73237,0
73238,1
73239,1
73240,0
73241,1
73242,0
73243,0
73244,0
73245,0
73246,1
73247,1
73248,1
73249,0
73250,0
73251,1
73252,1
73253,0
73254,1
73255,1
73256,0
73257,1
73258,0
73259,1
73260,1
73261,1
73262,1
73263,1
73264,0
73265,1
73266,1
73267,1
73268,0
73269,0
73270,0
73271,1
73272,1
73273,1
73274,0
73275,0
73276,1
73277,0
73278,0
73279,1
73280,1
73281,0
73282,0
73283,1
73284,1
73285,1
73286,1
73287,0
73288,0
73289,0
73290,0
73291,0
73292,0
73293,1
73294,0
73295,1
73296,0
73297,1
73298,1
73299,1
73300,1
73301,1
73302,1
73303,0
73304,0
73305,0
73306,1
73307,1
73308,0
73309,0
73310,1
73311,0
73312,0
73313,0
73314,0
73315,0
73316,0
73317,1
73318,0
73319,0
73320,1
73321,0
73322,1
73323,1
73324,1
73325,0
73326,1
73327,0
73328,0
73329,0
73330,1
73331,0
73332,0
73333,1
73334,0
73335,1
73336,1
73337,0
73338,1
73339,0
73340,1
73341,0
73342,1
73343,0
73344,1
73345,0
73346,1
73347,1
73348,1
73349,1
73350,0
73351,0
73352,1
73353,0
73354,0
73355,1
73356,1
73357,0
73358,0
73359,1
73360,0
73361,1
73362,0
73363,0
73364,0
73365,1
73366,0
73367,0
73368,1
73369,1
73370,1
73371,0
73372,1
73373,0
73374,0
73375,1
73376,1
73377,0
73378,1
73379,0
73380,0
73381,0
73382,1
73383,0
73384,1
73385,0
73386,0
73387,0
73388,1
73389,1
73390,0
73391,0
73392,1
73393,0
73394,0
73395,1
73396,0
73397,0
73398,0
73399,0
73400,1
73401,0
73402,0
73403,1
73404,0
73405,0
73406,1
73407,1
73408,1
73409,1
73410,0
73411,1
73412,0
73413,1
73414,1
73415,0
73416,1
73417,0
73418,1
73419,1
73420,0
73421,1
73422,0
73423,1
73424,1
73425,0
73426,1
73427,0
73428,0
73429,0
73430,0
73431,0
73432,0
73433,1
73434,1
73435,1
73436,0
73437,1
73438,1
73439,1
73440,0
73441,0
73442,1
73443,1
73444,1
73445,0
73446,1
73447,1
73448,1
73449,0
73450,1
73451,1
73452,0
73453,1
73454,0
73455,0
73456,1
73457,0
73458,1
73459,1
73460,0
73461,1
73462,0
73463,1
73464,0
73465,1
73466,1
73467,1
73468,1
73469,0
73470,1
73471,1
73472,0
73473,1
73474,0
73475,0
73476,0
73477,0
73478,1
73479,0
73480,1
73481,1
73482,1
73483,1
73484,1
73485,1
73486,1
73487,0
73488,0
73489,1
73490,0
73491,1
73492,0
73493,0
73494,0
73495,0
73496,1
73497,0
73498,1
73499,0
73500,0
73501,0
73502,0
73503,0
73504,0
73505,1
73506,1
73507,0
73508,0
73509,1
73510,0
73511,1
73512,1
73513,1
73514,1
73515,0
73516,0
73517,0
73518,0
73519,1
73520,1
73521,0
73522,0
73523,0
73524,0
73525,0
73526,1
73527,0
73528,0
73529,0
73530,0
73531,0
73532,1
73533,1
73534,0
73535,0
73536,1
73537,1
73538,0
73539,0
73540,0
73541,1
73542,1
73543,1
73544,1
73545,0
73546,0
73547,1
73548,0
73549,0
73550,1
73551,0
73552,1
73553,1
73554,0
73555,0
73556,1
73557,0
73558,0
73559,0
73560,1
73561,1
73562,0
73563,1
73564,1
73565,0
73566,1
73567,1
73568,0
73569,1
73570,1
73571,1
73572,1
73573,0
73574,1
73575,0
73576,0
73577,0
73578,0
73579,1
73580,0
73581,1
73582,1
73583,1
73584,1
73585,0
73586,0
73587,1
73588,0
73589,1
73590,0
73591,1
73592,0
73593,1
73594,0
73595,0
73596,0
73597,0
73598,0
73599,0
73600,0
73601,1
73602,0
73603,0
73604,1
73605,1
73606,0
73607,1
73608,0
73609,1
73610,1
73611,0
73612,0
73613,0
73614,0
73615,0
73616,1
73617,0
73618,0
73619,1
73620,1
73621,0
73622,1
73623,1
73624,1
73625,1
73626,0
73627,0
73628,0
73629,0
73630,0
73631,0
73632,0
73633,0
73634,1
73635,0
73636,1
73637,1
73638,1
73639,1
73640,1
73641,0
73642,1
73643,0
73644,1
73645,1
73646,1
73647,0
73648,0
73649,0
73650,0
73651,0
73652,1
73653,1
73654,1
73655,0
73656,0
73657,0
73658,0
73659,0
73660,1
73661,1
73662,0
73663,0
73664,0
73665,0
73666,0
73667,1
73668,0
73669,0
73670,0
73671,0
73672,1
73673,1
73674,1
73675,0
73676,1
73677,0
73678,0
73679,0
73680,0
73681,1
73682,1
73683,0
73684,1
73685,1
73686,1
73687,0
73688,1
73689,1
73690,0
73691,0
73692,0
73693,0
73694,1
73695,0
73696,0
73697,0
73698,0
73699,1
73700,0
73701,1
73702,0
73703,0
73704,1
73705,0
73706,1
73707,0
73708,1
73709,1
73710,1
73711,0
73712,0
73713,0
73714,1
73715,0
73716,0
73717,1
73718,0
73719,1
73720,0
73721,1
73722,0
73723,1
73724,1
73725,1
73726,1
73727,0
73728,0
73729,0
73730,1
73731,1
73732,0
73733,1
73734,0
73735,0
73736,0
73737,0
73738,1
73739,1
73740,0
73741,0
73742,0
73743,0
73744,0
73745,0
73746,0
73747,0
73748,0
73749,0
73750,1
73751,0
73752,1
73753,0
73754,0
73755,0
73756,0
73757,0
73758,1
73759,0
73760,0
73761,0
73762,0
73763,1
73764,0
73765,0
73766,1
73767,0
73768,1
73769,0
73770,0
73771,0
73772,1
73773,0
73774,0
73775,1
73776,1
73777,0
73778,1
73779,0
73780,0
73781,1
73782,1
73783,0
73784,0
73785,0
73786,0
73787,0
73788,1
73789,1
73790,1
73791,1
73792,0
73793,1
73794,1
73795,0
73796,0
73797,0
73798,1
73799,0
73800,1
73801,1
73802,1
73803,0
73804,0
73805,1
73806,1
73807,0
73808,1
73809,1
73810,0
73811,0
73812,0
73813,0
73814,0
73815,0
73816,0
73817,1
73818,1
73819,0
73820,0
73821,0
73822,1
73823,0
73824,1
73825,1
73826,0
73827,0
73828,0
73829,1
73830,0
73831,0
73832,0
73833,0
73834,1
73835,0
73836,1
73837,1
73838,0
73839,0
73840,1
73841,1
73842,0
73843,1
73844,1
73845,1
73846,1
73847,1
73848,1
73849,0
73850,1
73851,1
73852,0
73853,1
73854,0
73855,0
73856,1
73857,0
73858,0
73859,0
73860,0
73861,0
73862,0
73863,0
73864,1
73865,0
73866,0
73867,0
73868,0
73869,1
73870,1
73871,0
73872,1
73873,1
73874,1
73875,0
73876,1
73877,0
73878,1
73879,0
73880,0
73881,0
73882,1
73883,0
73884,0
73885,0
73886,1
73887,1
73888,1
73889,1
73890,0
73891,1
73892,1
73893,0
73894,0
73895,1
73896,1
73897,0
73898,0
73899,1
73900,0
73901,1
73902,1
73903,0
73904,0
73905,1
73906,0
73907,1
73908,1
73909,0
73910,0
73911,1
73912,1
73913,0
73914,0
73915,1
73916,0
73917,0
73918,1
73919,0
73920,1
73921,0
73922,0
73923,1
73924,0
73925,0
73926,1
73927,1
73928,1
73929,1
73930,0
73931,1
73932,0
73933,0
73934,0
73935,0
73936,1
73937,1
73938,1
73939,1
73940,0
73941,0
73942,1
73943,1
73944,0
73945,0
73946,1
73947,1
73948,0
73949,0
73950,1
73951,0
73952,0
73953,1
73954,0
73955,1
73956,0
73957,0
73958,0
73959,1
73960,0
73961,1
73962,1
73963,0
73964,1
73965,0
73966,0
73967,0
73968,0
73969,0
73970,0
73971,0
73972,1
73973,1
73974,1
73975,0
73976,0
73977,0
73978,0
73979,0
73980,0
73981,1
73982,1
73983,1
73984,0
73985,0
73986,0
73987,0
73988,1
73989,0
73990,1
73991,1
73992,1
73993,0
73994,0
73995,0
73996,0
73997,1
73998,1
73999,0
74000,1
74001,1
74002,0
74003,0
74004,0
74005,0
74006,1
74007,1
74008,1
74009,0
74010,1
74011,1
74012,0
74013,1
74014,1
74015,1
74016,1
74017,0
74018,0
74019,1
74020,1
74021,0
74022,1
74023,1
74024,0
74025,1
74026,1
74027,0
74028,1
74029,0
74030,0
74031,0
74032,1
74033,0
74034,1
74035,1
74036,0
74037,1
74038,0
74039,1
74040,1
74041,0
74042,0
74043,0
74044,1
74045,0
74046,1
74047,1
74048,1
74049,0
74050,0
74051,0
74052,1
74053,0
74054,1
74055,0
74056,0
74057,1
74058,0
74059,0
74060,1
74061,1
74062,1
74063,0
74064,1
74065,1
74066,0
74067,0
74068,1
74069,1
74070,0
74071,1
74072,1
74073,0
74074,1
74075,0
74076,0
74077,0
74078,1
74079,1
74080,0
74081,0
74082,1
74083,0
74084,0
74085,0
74086,1
74087,0
74088,1
74089,0
74090,1
74091,1
74092,0
74093,1
74094,1
74095,0
74096,1
74097,0
74098,1
74099,1
74100,0
74101,1
74102,1
74103,1
74104,1
74105,1
74106,1
74107,0
74108,0
74109,0
74110,0
74111,1
74112,1
74113,0
74114,1
74115,0
74116,0
74117,0
74118,1
74119,1
74120,0
74121,1
74122,0
74123,1
74124,0
74125,0
74126,0
74127,1
74128,1
74129,0
74130,1
74131,1
74132,0
74133,1
74134,1
74135,1
74136,1
74137,1
74138,1
74139,0
74140,1
74141,1
74142,0
74143,0
74144,1
74145,1
74146,1
74147,0
74148,1
74149,0
74150,0
74151,0
74152,0
74153,1
74154,0
74155,0
74156,1
74157,1
74158,1
74159,0
74160,0
74161,1
74162,0
74163,0
74164,1
74165,0
74166,0
74167,0
74168,1
74169,1
74170,1
74171,1
74172,0
74173,1
74174,1
74175,0
74176,1
74177,0
74178,0
74179,0
74180,1
74181,0
74182,0
74183,0
74184,0
74185,1
74186,0
74187,1
74188,1
74189,1
74190,0
74191,1
74192,1
74193,0
74194,0
74195,0
74196,1
74197,0
74198,1
74199,0
74200,1
74201,0
74202,0
74203,0
74204,1
74205,0
74206,0
74207,0
74208,0
74209,1
74210,0
74211,1
74212,1
74213,1
74214,0
74215,0
74216,0
74217,1
74218,1
74219,0
74220,1
74221,1
74222,1
74223,0
74224,0
74225,0
74226,1
74227,0
74228,1
74229,0
74230,1
74231,0
74232,1
74233,1
74234,0
74235,0
74236,1
74237,1
74238,0
74239,0
74240,1
74241,0
74242,1
74243,1
74244,1
74245,0
74246,1
74247,1
74248,0
74249,1
74250,0
74251,0
74252,1
74253,0
74254,0
74255,0
74256,0
74257,0
74258,1
74259,0
74260,0
74261,0
74262,1
74263,1
74264,1
74265,0
74266,0
74267,0
74268,0
74269,0
74270,0
74271,1
74272,0
74273,1
74274,1
74275,1
74276,1
74277,1
74278,0
74279,1
74280,0
74281,1
74282,1
74283,1
74284,1
74285,1
74286,0
74287,0
74288,1
74289,0
74290,0
74291,0
74292,0
74293,1
74294,0
74295,1
74296,0
74297,0
74298,0
74299,0
74300,0
74301,0
74302,0
74303,1
74304,0
74305,0
74306,1
74307,0
74308,1
74309,1
74310,0
74311,0
74312,0
74313,0
74314,0
74315,0
74316,1
74317,1
74318,1
74319,0
74320,1
74321,1
74322,1
74323,0
74324,1
74325,0
74326,1
74327,0
74328,0
74329,1
74330,1
74331,0
74332,1
74333,1
74334,0
74335,0
74336,1
74337,0
74338,1
74339,1
74340,1
74341,0
74342,0
74343,0
74344,0
74345,1
74346,0
74347,0
74348,1
74349,1
74350,0
74351,1
74352,0
74353,0
74354,1
74355,0
74356,0
74357,1
74358,1
74359,1
74360,0
74361,0
74362,1
74363,1
74364,0
74365,0
74366,0
74367,1
74368,0
74369,0
74370,0
74371,1
74372,0
74373,0
74374,1
74375,0
74376,0
74377,1
74378,1
74379,0
74380,0
74381,1
74382,1
74383,0
74384,0
74385,0
74386,0
74387,0
74388,0
74389,1
74390,0
74391,0
74392,1
74393,0
74394,0
74395,1
74396,1
74397,0
74398,0
74399,1
74400,0
74401,1
74402,0
74403,1
74404,1
74405,1
74406,1
74407,1
74408,0
74409,1
74410,0
74411,1
74412,0
74413,0
74414,1
74415,1
74416,0
74417,1
74418,0
74419,0
74420,0
74421,0
74422,0
74423,0
74424,1
74425,1
74426,1
74427,0
74428,1
74429,1
74430,0
74431,0
74432,1
74433,0
74434,0
74435,0
74436,1
74437,0
74438,1
74439,1
74440,0
74441,1
74442,0
74443,1
74444,1
74445,1
74446,0
74447,1
74448,1
74449,0
74450,1
74451,1
74452,1
74453,0
74454,0
74455,1
74456,1
74457,0
74458,0
74459,0
74460,0
74461,1
74462,0
74463,1
74464,0
74465,0
74466,0
74467,1
74468,0
74469,1
74470,0
74471,1
74472,1
74473,1
74474,0
74475,0
74476,0
74477,1
74478,0
74479,0
74480,1
74481,0
74482,1
74483,0
74484,0
74485,0
74486,0
74487,1
74488,1
74489,0
74490,1
74491,1
74492,0
74493,1
74494,1
74495,1
74496,1
74497,1
74498,1
74499,0
74500,1
74501,1
74502,0
74503,1
74504,0
74505,0
74506,0
74507,1
74508,0
74509,1
74510,0
74511,1
74512,0
74513,0
74514,1
74515,1
74516,0
74517,1
74518,0
74519,0
74520,1
74521,1
74522,0
74523,1
74524,0
74525,1
74526,0
74527,0
74528,0
74529,0
74530,0
74531,1
74532,0
74533,1
74534,0
74535,1
74536,1
74537,1
74538,1
74539,0
74540,0
74541,1
74542,1
74543,1
74544,0
74545,0
74546,1
74547,0
74548,1
74549,0
74550,0
74551,1
74552,1
74553,0
74554,1
74555,1
74556,0
74557,0
74558,0
74559,1
74560,0
74561,0
74562,1
74563,1
74564,1
74565,0
74566,0
74567,1
74568,0
74569,0
74570,1
74571,0
74572,1
74573,1
74574,0
74575,0
74576,0
74577,0
74578,1
74579,1
74580,1
74581,1
74582,1
74583,0
74584,0
74585,0
74586,1
74587,1
74588,1
74589,0
74590,1
74591,1
74592,1
74593,0
74594,1
74595,1
74596,0
74597,1
74598,1
74599,0
74600,1
74601,1
74602,0
74603,0
74604,0
74605,0
74606,1
74607,1
74608,0
74609,1
74610,1
74611,0
74612,1
74613,1
74614,0
74615,0
74616,0
74617,1
74618,1
74619,0
74620,1
74621,0
74622,1
74623,0
74624,0
74625,0
74626,0
74627,1
74628,0
74629,0
74630,1
74631,0
74632,0
74633,0
74634,1
74635,1
74636,0
74637,0
74638,1
74639,0
74640,0
74641,1
74642,1
74643,0
74644,1
74645,1
74646,1
74647,0
74648,0
74649,1
74650,0
74651,0
74652,0
74653,0
74654,0
74655,1
74656,0
74657,0
74658,0
74659,0
74660,0
74661,1
74662,0
74663,0
74664,0
74665,1
74666,0
74667,1
74668,1
74669,0
74670,1
74671,0
74672,1
74673,0
74674,0
74675,0
74676,1
74677,1
74678,1
74679,1
74680,1
74681,0
74682,0
74683,0
74684,0
74685,0
74686,0
74687,0
74688,0
74689,0
74690,1
74691,1
74692,0
74693,1
74694,0
74695,0
74696,0
74697,1
74698,0
74699,1
74700,0
74701,1
74702,1
74703,1
74704,0
74705,1
74706,0
74707,0
74708,0
74709,0
74710,1
74711,0
74712,1
74713,0
74714,0
74715,0
74716,0
74717,1
74718,1
74719,0
74720,1
74721,0
74722,1
74723,0
74724,0
74725,1
74726,1
74727,1
74728,0
74729,1
74730,0
74731,0
74732,1
74733,0
74734,1
74735,0
74736,0
74737,1
74738,1
74739,1
74740,1
74741,0
74742,0
74743,0
74744,0
74745,0
74746,0
74747,1
74748,1
74749,0
74750,0
74751,0
74752,0
74753,0
74754,1
74755,0
74756,0
74757,1
74758,0
74759,1
74760,1
74761,0
74762,0
74763,0
74764,0
74765,1
74766,1
74767,0
74768,0
74769,0
74770,1
74771,1
74772,0
74773,0
74774,0
74775,0
74776,0
74777,1
74778,1
74779,1
74780,1
74781,1
74782,1
74783,0
74784,1
74785,1
74786,0
74787,0
74788,1
74789,0
74790,0
74791,0
74792,0
74793,0
74794,0
74795,1
74796,0
74797,0
74798,1
74799,0
74800,1
74801,0
74802,1
74803,1
74804,0
74805,1
74806,1
74807,0
74808,0
74809,1
74810,0
74811,1
74812,1
74813,0
74814,1
74815,0
74816,1
74817,0
74818,1
74819,1
74820,0
74821,0
74822,0
74823,1
74824,1
74825,0
74826,0
74827,0
74828,1
74829,1
74830,0
74831,0
74832,0
74833,0
74834,0
74835,0
74836,1
74837,1
74838,0
74839,0
74840,0
74841,0
74842,1
74843,1
74844,0
74845,0
74846,0
74847,0
74848,0
74849,1
74850,0
74851,0
74852,1
74853,0
74854,0
74855,1
74856,0
74857,1
74858,0
74859,0
74860,1
74861,1
74862,1
74863,0
74864,1
74865,1
74866,0
74867,0
74868,0
74869,0
74870,0
74871,1
74872,0
74873,0
74874,0
74875,0
74876,0
74877,0
74878,1
74879,1
74880,1
74881,0
74882,1
74883,0
74884,0
74885,0
74886,1
74887,0
74888,1
74889,0
74890,0
74891,1
74892,0
74893,1
74894,0
74895,1
74896,1
74897,0
74898,0
74899,0
74900,1
74901,0
74902,1
74903,1
74904,1
74905,1
74906,0
74907,1
74908,0
74909,0
74910,0
74911,1
74912,1
74913,1
74914,0
74915,0
74916,0
74917,0
74918,1
74919,1
74920,0
74921,1
74922,0
74923,0
74924,0
74925,1
74926,1
74927,1
74928,1
74929,1
74930,0
74931,1
74932,1
74933,1
74934,1
74935,0
74936,0
74937,0
74938,1
74939,0
74940,0
74941,1
74942,1
74943,1
74944,1
74945,1
74946,0
74947,0
74948,1
74949,1
74950,0
74951,1
74952,0
74953,1
74954,1
74955,1
74956,1
74957,0
74958,1
74959,0
74960,1
74961,1
74962,1
74963,1
74964,1
74965,0
74966,1
74967,0
74968,0
74969,1
74970,1
74971,0
74972,0
74973,0
74974,0
74975,0
74976,1
74977,0
74978,1
74979,1
74980,0
74981,0
74982,1
74983,1
74984,0
74985,0
74986,0
74987,1
74988,0
74989,0
74990,1
74991,1
74992,0
74993,0
74994,1
74995,1
74996,1
74997,1
74998,1
74999,1
75000,1
75001,0
75002,1
75003,0
75004,1
75005,1
75006,1
75007,1
75008,1
75009,1
75010,1
75011,0
75012,1
75013,0
75014,1
75015,0
75016,1
75017,1
75018,1
75019,1
75020,1
75021,1
75022,1
75023,1
75024,1
75025,1
75026,0
75027,1
75028,1
75029,0
75030,1
75031,0
75032,0
75033,1
75034,1
75035,1
75036,1
75037,0
75038,1
75039,1
75040,0
75041,0
75042,0
75043,1
75044,1
75045,0
75046,0
75047,1
75048,1
75049,1
75050,0
75051,0
75052,1
75053,1
75054,0
75055,0
75056,0
75057,1
75058,0
75059,1
75060,0
75061,1
75062,0
75063,0
75064,0
75065,1
75066,0
75067,1
75068,1
75069,0
75070,0
75071,0
75072,0
75073,1
75074,0
75075,0
75076,1
75077,0
75078,1
75079,0
75080,0
75081,1
75082,1
75083,0
75084,1
75085,0
75086,0
75087,1
75088,1
75089,0
75090,1
75091,1
75092,0
75093,1
75094,0
75095,0
75096,0
75097,0
75098,0
75099,0
75100,1
75101,1
75102,0
75103,0
75104,1
75105,1
75106,1
75107,0
75108,1
75109,1
75110,0
75111,0
75112,1
75113,1
75114,1
75115,1
75116,1
75117,1
75118,1
75119,1
75120,0
75121,1
75122,0
75123,1
75124,0
75125,0
75126,0
75127,1
75128,0
75129,1
75130,0
75131,1
75132,0
75133,0
75134,0
75135,0
75136,0
75137,1
75138,0
75139,0
75140,1
75141,1
75142,1
75143,1
75144,0
75145,0
75146,0
75147,0
75148,1
75149,1
75150,1
75151,1
75152,0
75153,1
75154,0
75155,0
75156,1
75157,0
75158,1
75159,1
75160,1
75161,1
75162,1
75163,0
75164,1
75165,1
75166,1
75167,1
75168,1
75169,1
75170,0
75171,1
75172,1
75173,0
75174,0
75175,0
75176,1
75177,1
75178,0
75179,1
75180,0
75181,1
75182,0
75183,1
75184,1
75185,0
75186,1
75187,1
75188,1
75189,0
75190,1
75191,0
75192,1
75193,0
75194,0
75195,1
75196,0
75197,0
75198,1
75199,1
75200,0
75201,1
75202,0
75203,0
75204,1
75205,1
75206,1
75207,0
75208,1
75209,1
75210,0
75211,0
75212,0
75213,1
75214,1
75215,0
75216,1
75217,0
75218,1
75219,1
75220,0
75221,0
75222,1
75223,0
75224,0
75225,1
75226,0
75227,1
75228,1
75229,0
75230,0
75231,0
75232,0
75233,0
75234,0
75235,1
75236,0
75237,1
75238,1
75239,0
75240,1
75241,0
75242,0
75243,0
75244,1
75245,0
75246,0
75247,1
75248,1
75249,1
75250,0
75251,1
75252,0
75253,0
75254,1
75255,0
75256,1
75257,0
75258,0
75259,1
75260,1
75261,1
75262,1
75263,0
75264,0
75265,0
75266,0
75267,0
75268,0
75269,0
75270,1
75271,1
75272,1
75273,0
75274,1
75275,1
75276,1
75277,0
75278,0
75279,1
75280,0
75281,1
75282,0
75283,1
75284,1
75285,1
75286,0
75287,0
75288,1
75289,0
75290,0
75291,0
75292,1
75293,0
75294,0
75295,1
75296,0
75297,1
75298,0
75299,0
75300,1
75301,0
75302,0
75303,1
75304,0
75305,0
75306,0
75307,0
75308,0
75309,1
75310,0
75311,1
75312,0
75313,1
75314,0
75315,0
75316,1
75317,1
75318,0
75319,1
75320,0
75321,0
75322,1
75323,0
75324,1
75325,1
75326,1
75327,0
75328,0
75329,1
75330,1
75331,0
75332,0
75333,0
75334,1
75335,0
75336,1
75337,1
75338,1
75339,0
75340,1
75341,1
75342,1
75343,1
75344,0
75345,0
75346,0
75347,0
75348,1
75349,0
75350,1
75351,1
75352,0
75353,0
75354,1
75355,1
75356,0
75357,1
75358,0
75359,0
75360,0
75361,1
75362,1
75363,1
75364,1
75365,0
75366,1
75367,0
75368,0
75369,1
75370,1
75371,1
75372,1
75373,1
75374,1
75375,0
75376,1
75377,1
75378,0
75379,0
75380,1
75381,0
75382,0
75383,0
75384,1
75385,0
75386,0
75387,0
75388,0
75389,0
75390,0
75391,1
75392,1
75393,1
75394,0
75395,1
75396,1
75397,0
75398,1
75399,1
75400,1
75401,0
75402,0
75403,0
75404,0
75405,0
75406,1
75407,0
75408,0
75409,1
75410,1
75411,1
75412,1
75413,0
75414,1
75415,0
75416,0
75417,0
75418,0
75419,0
75420,0
75421,1
75422,0
75423,0
75424,0
75425,1
75426,0
75427,1
75428,1
75429,0
75430,0
75431,0
75432,0
75433,0
75434,0
75435,0
75436,1
75437,0
75438,1
75439,1
75440,0
75441,1
75442,1
75443,0
75444,1
75445,0
75446,0
75447,0
75448,1
75449,1
75450,1
75451,0
75452,1
75453,1
75454,0
75455,0
75456,0
75457,1
75458,0
75459,0
75460,1
75461,0
75462,0
75463,0
75464,1
75465,0
75466,0
75467,1
75468,0
75469,0
75470,1
75471,0
75472,1
75473,0
75474,1
75475,0
75476,1
75477,1
75478,0
75479,1
75480,0
75481,0
75482,0
75483,1
75484,1
75485,0
75486,0
75487,0
75488,0
75489,1
75490,1
75491,1
75492,1
75493,1
75494,1
75495,0
75496,0
75497,1
75498,0
75499,0
75500,1
75501,0
75502,0
75503,0
75504,0
75505,1
75506,1
75507,0
75508,1
75509,1
75510,0
75511,0
75512,0
75513,1
75514,0
75515,0
75516,1
75517,1
75518,1
75519,1
75520,1
75521,0
75522,0
75523,1
75524,0
75525,0
75526,1
75527,0
75528,1
75529,0
75530,1
75531,1
75532,1
75533,1
75534,0
75535,0
75536,0
75537,0
75538,1
75539,1
75540,1
75541,1
75542,1
75543,1
75544,0
75545,1
75546,0
75547,0
